1,09:05:23,5.38
2,09:12:37,7.23
3,09:18:44,6.12
4,09:23:15,4.52
5,09:28:09,4.9
6,09:32:51,4.7
7,09:37:02,4.18
8,09:42:11,5.15
9,09:46:28,4.28
10,09:51:09,4.68
11,09:55:35,4.43
12,10:00:17,4.7
13,10:04:49,4.53
14,10:09:21,4.53
15,10:14:05,4.73
16,10:18:33,4.47
17,10:23:02,4.48
18,10:28:15,5.22
19,10:32:59,4.73
20,10:37:27,4.47
21,10:42:48,5.35
22,10:47:02,4.23
23,10:51:55,4.88
24,10:56:12,4.28
25,11:00:39,4.45
26,11:05:18,4.65
27,11:10:25,5.12
28,11:14:59,4.57
29,11:19:48,4.82
30,11:24:37,4.82
31,11:29:14,4.62
32,11:34:05,4.85
33,11:39:22,5.28
34,11:43:51,4.48
35,11:48:29,4.63
36,11:53:11,4.7
37,11:58:02,4.85
38,12:02:47,4.75
39,12:07:35,4.8
40,12:12:04,4.48
41,12:16:51,4.78
42,12:21:27,4.6
43,12:26:10,4.72
44,12:31:02,4.87
45,12:35:49,4.78
46,12:40:18,4.48
47,12:45:03,4.75
48,12:49:41,4.63
49,12:54:55,5.23
50,12:59:13,4.3
51,13:04:07,4.9
52,13:08:49,4.7
53,13:13:36,4.78
54,13:18:22,4.77
55,13:23:15,4.88
56,13:28:09,4.9
57,13:32:44,4.58
58,13:37:21,4.62
59,13:42:33,5.2
60,13:47:09,4.6
61,13:51:52,4.72
62,13:56:25,4.55
63,14:00:51,4.43
64,14:05:38,4.78
65,14:10:12,4.57
66,14:15:28,5.27
67,14:19:54,4.43
68,14:24:47,4.88
69,14:29:34,4.78
70,14:34:18,4.73
71,14:38:49,4.52
72,14:43:33,4.73
73,14:48:22,4.82
74,14:53:09,4.78
75,14:58:04,4.92
76,15:02:39,4.58
77,15:07:12,4.55
78,15:11:48,4.6
79,15:16:35,4.78
80,15:21:23,4.8
81,15:26:07,4.73
82,15:31:25,5.3
83,15:35:52,4.45
84,15:40:19,4.45
85,15:45:03,4.73
86,15:50:22,5.32
87,15:55:11,4.82
88,16:00:07,4.93
89,16:04:55,4.8
90,16:09:31,4.6
91,16:14:19,4.8
92,16:19:04,4.75
93,16:23:59,4.92
94,16:28:31,4.53
95,16:33:04,4.55
96,16:37:53,4.82
97,16:42:47,4.9
98,16:47:32,4.75
99,16:52:09,4.62
100,16:56:42,4.55
101,17:01:18,4.6
102,17:06:05,4.78
103,17:10:47,4.7
104,17:15:22,4.58
105,17:20:15,4.88
106,17:25:04,4.82
107,17:30:09,5.08
108,17:34:59,4.83
109,17:39:38,4.65
110,17:44:11,4.55
111,17:48:53,4.7
112,17:53:35,4.7
113,17:58:24,4.82
